id,score,verdict,practice_size_guess,remote_signal,title,company,location,source,date_posted,url,reasons,description
d7702ab3a17e,69,deprioritized,unknown,ambiguous,Patient Service Rep.,Olympic Sports & Spine,"Olympia, WA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=1beb59f0de5a2574,+15 verify insurance; +10 clinic,"**Patient Service Rep. \- Olympia Eastside** **Olympic Sports \& Spine (OSS)** seeks a **full\-time,** **proactive**, **customer\-service\-driven PSR** to join our **NEW** fast\-paced **Olympia Eastside clinic.** At OSS, we are committed to providing high\-quality customer service and care to our patients, as well as being a great employer to our employees. Our clinics are fun and full of supportive colleagues who share a passion for creating the best possible work environment. Additionally, our experienced staff offers **comprehensive** **training** and **ongoing** **support**. The schedule i"
8f2276cf6103,69,deprioritized,unknown,ambiguous,Medical Receptionist,United Vein & Vascular Centers,"Cedar Hill, TX, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=f5d187a464ef38b1,-20 health-system language in description; +15 scheduling appointments; +15 emr; +10 clinic,"United Vein \& Vascular Centers is a life\-changing healthcare innovator that is rapidly expanding access to state\-of\-the\-art, minimally invasive vein and vascular care as we grow our footprint across the country. The unparalleled outcomes we achieve are made possible by dynamic team members like YOU working alongside our exceptional team of skilled physicians and passionate staff. Join us on our journey to transform lives as we raise the bar for patient service and outcomes! Explore exciting career opportunities with United Vein \& Vascular Centers and unlock your potential! **We offer a s"
3a8bd820fcc0,69,deprioritized,unknown,ambiguous,Medicare Accounts Receivable Representative,Columbia Eye Clinic,"Columbia, SC, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=97a3211275c81ebf,+15 claims; +15 nextgen,"**JOB SUMMARY:** This position is responsible for the timely submission and follow\-up of technical or professional Medicare claims to insurance companies. **ESSENTIAL JOB FUNCTIONS AND RESPONSIBILITIES:** * Claim follow\-up of assigned insurance companies for CEC and CESC + Generate reports to identify claim errors prior to claim filing + Track denials + Send medical records + Send appeals as needed + Perform audit functions as needed * Reports to run and work + Medicare Claims - Traditional Medicare - Medicare Advantage Claims - DME Claims (Medicare Glasses) * Contact patients, when necessar"
8908ab475b73,69,deprioritized,unknown,ambiguous,Medical Biller,Mosaic Pediatric Therapy,"Charlotte, NC, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=be9d5c98e0918b6b,+15 billing; +15 emr,"**Medical Biller** Mosaic Group, LLC, the leading provider of ABA services in North Carolina, provides life\-changing behavioral therapy to children with autism. Our mission is to expand the reach of our services to touch the lives of more children and their families in NC. Mosaic is seeking a full\-time Medical Biller to join our growing team and assist in different areas of billing for our applied behavior analysis service line. The individual must maintain a high degree of confidentiality and professionalism to work successfully with staff members, clients, and payors. This individual will "
a18f70d613a0,69,deprioritized,billing-company,ambiguous,Medical Billing Specialist,Equitas Health,"Dayton, OH, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=a38d839924708c49,-20 health-system language in description; +15 billing; +15 emr; +10 billing company,"**ORGANIZATION INFORMATION:** Established in 1984, Equitas Health is a regional not\-for\-profit community\-based healthcare system and federally qualified community health center look\-alike. Its expanded mission has made it one of the nation’s largest HIV/AIDS, lesbian, gay, bisexual, transgender, and queer/questioning (LGBTQ\+) healthcare organizations. With 22 offices in 12 cities, it serves more than 67,000 individuals in Ohio, Kentucky, and West Virginia each year through its diverse healthcare and social service delivery system focused around: primary and specialized medical care, retai"
33dec67d0d14,69,deprioritized,unknown,ambiguous,Imaging Coordinator,Springfield Clinic,"Springfield, IL, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=412e86b13d64e93f,+15 prior authorization; +10 clinic,"The Imaging Coordinator is responsible for coordinating various exams for multiple Radiology modalities through incoming calls and task lists. It is the responsibility of this position to verify that patient demographics and insurances are current and CPT and diagnosis codes are verified at the time of coordinating the exam. **Job Relationships** Reports to the Diagnostic Imaging Operations Manager **Principal Responsibilities** * Coordinate Radiology procedures using Radiology Information System (RIS) through incoming calls from patients, providers’ offices, or task list. * Answer, screen, an"
087a68ab1482,69,deprioritized,mid-size,ambiguous,Dental - Front Office Coordinator,"D4C Dental Brands, Inc.","Dayton, OH, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=ecd13a5c254721f2,+10 multiple locations; +10 dental office,"We have a fantastic opportunity for a dental office **Front Desk Coordinator with Beavercreek Pediatric Dentistry**! This position's primary responsibility is to handle all front office functions for the practice. The Front Desk Coordinator must ensure that patients, parents and/or guardians are the number one priority. **Schedule:** Mon \- Fri 730a \- 5p **Education and Experience:** * Minimum high school diploma, or equivalent. * Experience working in a professional, medical, or dental environment with direct customer service is desired. **Specific Skills:** * Strong interpersonal and relati"
4fec4e16a950,69,deprioritized,unknown,ambiguous,Dental Receptionist,Super Tooth Pediatric Dentistry,"Norristown, PA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=c6d464a062978292,+15 verifying insurance; +10 growing practice,"**Benefits:** * 401(k) * Bonus based on performance * Free food \& snacks * Paid time off **Lead Dental Receptionist – Pediatric Office (High\-Performing Team)** **Super Tooth Pediatric Dentistry \| East Norriton, PA** At Super Tooth Pediatric Dentistry, our front desk is the engine of the practice—not just a check\-in station. We’re a fast\-paced, highly organized pediatric office that runs on structure, accountability, and strong communication. We’re looking for a **confident, experienced dental receptionist** who can take ownership of the schedule, keep the day flowing, and handle a busy en"
a7e5d00087f7,69,deprioritized,solo-small,ambiguous,Dental Receptionist - 2902,Truepear,"Philadelphia, PA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=5cba989306461cca,+15 billing; +15 dentrix; +10 dental practice,"**Dental Receptionist** ----------------------- ### **Location: Philadelphia, PA 19112** We are seeking a dedicated **Dental Receptionist** for a full\-time position in our Philadelphia, PA office. As the first point of contact for our patients, you will play a crucial role in creating a welcoming and professional atmosphere in our dental practice. This position involves coordinating appointments, managing patient records, and providing outstanding customer service while supporting our dental team with daily administrative operations. ### **About the Organization** At Smile Dentistry, we pride"
2a9bf513a8e7,65,deprioritized,unknown,ambiguous,Referral Coordinator,HealthPoint (Washington),"Renton, WA, US",indeed,2026-07-10,https://www.indeed.com/viewjob?jk=7fd5d1be2314a91f,+15 eligibility,"Pay Rate: $22\.50 to $30\.84 USD Schedule: Monday to Friday, 8am\-5pm. Would you like to have a career that makes a daily difference in people’s lives? Do you want to be part of a caring, respectful, diverse community? If you answered yes to these questions, keep reading! HealthPoint is a community\-based, community\-supported and community\-governed network of non\-profit health centers dedicated to providing expert, high\-quality care to all who need it, regardless of circumstances. Founded in 1971, we believe that the quality of your health care should not depend on how much money you make,"
97153aede4da,65,deprioritized,unknown,ambiguous,Intake Coordinator | FT | Home Health & Hospice,All County Home Health and Hospice,"San Antonio, TX, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=e8b2de9864b1c668,+15 patient intake,"**All County Home Health \& Hospice** provides positive, life‑changing care to individuals and families throughout the Greater San Antonio area. Our team is united by a shared commitment to exceptional patient care and a culture that genuinely supports the people who deliver it. * **Why Home Health Nurses Choose All County** At All County, our culture is built on core values that guide how we treat our patients—and each other: * **C**elebration * **A**ccountability * **P**assion for Learning * **L**ove One Another * **I**ntelligent Risk * **C**ustomer Second * Ownership We believe in giving cl"
cb24cfcc6828,65,deprioritized,unknown,explicit-remote,Administrative AFront Desk Coordinator/Administrative Assistant- Palo Alto/Evergreen Park (Wednesday-Sunday)ssistant (Friday - Tuesday),One Medical,"Palo Alto, CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=69840a15b9d8160d,-20 health-system language in description; +20 virtual; +15 patient intake,"**About Us** One Medical is a primary care solution challenging the industry status quo by making quality care more affordable, accessible and enjoyable. But this isn't your average doctor's office. We're on a mission to transform healthcare, which means improving the experience for everyone involved \- from patients and providers to employers and health networks. Our seamless in\-office and 24/7 virtual care services, on\-site labs, and programs for preventive care, chronic care management, common illnesses and mental health concerns have been delighting people for the past fifteen years. In "
a1d2ef3924b3,65,deprioritized,unknown,ambiguous,US - Insurance Verification Specialist,Shriners Children's,"Sacramento, CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=975d381be3dda832,+15 eligibility,"**Company Overview** Shriners Children’s is an organization that respects, supports, and values each other. Named as the 2025 best mid\-sized employer by Forbes, we are engaged in providing excellence in patient care, embracing multi\-disciplinary education, and research with global impact. We foster a learning environment that values evidenced based practice, experience, innovation, and critical thinking. Our compassion, integrity, accountability, and resilience define us as leaders in pediatric specialty care for our children and their families. With 20\+ hospitals, outpatient clinics, ambul"
48710a473c5f,65,deprioritized,billing-company,ambiguous,Medical Billing Specialist-Revenue Cycle Management,Azalea Health Innovations,"Atlanta, GA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=44d5de9f081e29b5,+15 billing,"**IN SUMMARY...: The primary duty is to perform functions related to medical which include, but are not limited to, charge entry and payment posting for our Revenue Cycle Management division.** **WHAT YOU WILL DO...** * Enter or verify patient demographic and insurance information. * Post charges to accounts, utilizing client specific guidelines provided. * Accurately post payments and adjustments to accounts and identify any claims requiring additional review. * Approve pended charges for RCM clients. * Reconcile payment batches to system reports for balancing purposes. * Correct insurance or"
63248f04b25b,65,deprioritized,unknown,ambiguous,Clinician - Jail Diversion,Eliot Community Human Services,"Medford, MA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=f67dc50c4c3d7cd3,+15 referrals,"### **Join Eliot – A Place to Belong, Grow, and Inspire Change** At Eliot, your work has purpose. You'll be part of a compassionate, mission\-driven team committed to resilience, empowerment, and lasting change. We foster an inclusive workplace where all backgrounds and perspectives are valued, creating a culture of belonging and professional growth. ### **Benefits at Eliot** We prioritize your well\-being, work\-life balance, and career growth. Benefit eligible positions include: * **Generous Paid Time Off** – Vacation, sick time, and paid holidays * **Comprehensive Benefits** – Medical, dent"
b508ab7bfe9b,65,deprioritized,unknown,explicit-remote,Patient Care Assistant (Per Diem) - Med/Surg 4th South,Penn State Health,"Lancaster, PA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=54a26feb63d852a0,-20 health-system language in description; +20 virtual; +15 eligibility,"**Penn State Health** \- **Lancaster Medical Center** **Location:** US:PA:Lancaster **Work Type:** PRN **FTE:** 0\.001 **Shift:** Day **Hours:** 7:00a \- 7:00p **Recruiter Contact:** Jennifer N. Michael at jmichael3@pennstatehealth.psu.edu **SUMMARY OF POSITION:** Under direction of a Registered Nurse, contributes to the basic patient care activities and related non\-professional services necessary in caring for the personal needs and comfort of the patient. Actual job tasks may vary depending on the unit or department assigned. **MINIMUM QUALIFICATION(S):** * High School Diploma or equivalent"
5c16014ed163,65,deprioritized,unknown,explicit-remote,Patient Care Technician - Emergency Department,Tower Health,"West Reading, PA, US",indeed,2026-06-25,https://www.indeed.com/viewjob?jk=80e63c183b9ed4bb,-20 health-system language in description; +20 virtual; +15 medical records,"Tower Health is a regional healthcare system serving communities across multiple counties in Pennsylvania. Its network includes Reading Hospital, Phoenixville Hospital, Pottstown Hospital, and St. Christopher's Hospital for Children (in partnership with Drexel University). Committed to academic medicine and training, Tower Health offers various programs, including residency and fellowship programs, the Drexel University College of Medicine at Tower Health, and the Reading Hospital School of Health Sciences. Additionally, the system provides a wide range of healthcare services, such as Reading "
2cfe7ddbc00b,65,deprioritized,unknown,explicit-remote,Data Entry Typist,"Argus Medical Management, LLC","California, California, United States",remoteok,2026-07-08,https://remoteOK.com/remote-jobs/remote-data-entry-typist-argus-medical-management-llc-1134579,-20 health-system language in description; +20 remote; +15 data entry,"About the Role Argus Medical Management, LLC is seeking a detail-oriented Â Data Entry TypistÂ to support our administrative operations by entering, reviewing, and maintaining digital records. This role is ideal for individuals who enjoy organized, computer-based work and are comfortable working with large volumes of information in a fast-paced remote environment. No prior healthcare experience is required. We provide training to help new team members become familiar with our systems and workflows. Key Responsibilities Enter information accurately into company databases and internal systems. R"
42376f4bc581,60,deprioritized,unknown,on-site,Administrative Assistant-Per Diem-Ophthalmology,UC San Diego Health,"San Diego, CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=a95c4924c247c494,-30 in person; +15 scheduling appointments; +15 epic; +10 clinic,"Shiley Eye Institute 9415 Campus Point Drive, San Diego, CA 92037, United States Payroll Title: BLANK AST 2 PD Department: FAC PRAC OPHTHALMOLOGY Hiring Pay Scale $27\.96 / Hour Worksite: Shiley Eye Institute Appointment Type: Per Diem Appointment Percent: 20% Union: CX Contract Total Openings: 1 Work Schedule: Days, 8\-Hour Shifts, Monday \- Friday **\#140460 Administrative Assistant\-Per Diem\-Ophthalmology** -------------------------------------------------------------- **Filing Deadline: Thu 7/23/2026** **UC San Diego values and welcomes people from all backgrounds. If you are interested i"
d37c4731d0ed,60,deprioritized,unknown,ambiguous,Front Desk Representative,Optima Medical,"Boulder City, NV, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=8aeffed9e493446c,-20 health-system language in description; +15 verify insurance; +15 emr,"**About Optima Medical:** Optima Medical is an Arizona\-based medical group consisting of 30 locations and over 130\+ medical providers, who care for more than 200,000 patients statewide. Our mission is to improve the quality of life throughout Arizona by helping communities ""Live Better, Live Longer"" through personalized healthcare, with a focus on preventing the nation's top leading causes of death. We go beyond primary care with a full spectrum of services including cardiovascular health services, behavioral health, allergy testing and immunotherapy, in\-house lab testing, imaging, chronic "
d077a60239fd,60,deprioritized,billing-company,explicit-remote,Manager of Revenue Cycle Management,Evertrue,"St. Louis, MO, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=08ad67f784cec2d0,"+20 anywhere; +15 billing; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role","**Job Description:** ***Introduction:*** At EverTrue, team members at all levels find their calling in our mission of *Older Adults Living Life to the Fullest*. In this work environment, all team members are part of a community and appreciated by the people they work with – residents and coworkers – every day. ***Summary:*** The Manager of Revenue Cycle Management (RCM) is responsible for management of the billing of third\-party claims and related benefit verification process for all EverTrue residents billed through the Skilled Nursing Care Centers and our Home \& Community Based Services (A"
fb8fed3ac0ce,60,deprioritized,unknown,explicit-remote,"Billing Analyst - Patient Accounts, Revenue Cycle",Summa Health,"Akron, OH, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=957410bc68b17d97,"-20 health-system language in description; +20 work from home; +15 billing; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role","**Revenue Cycle Billing Operations****Summa's Corporate Office, 1077 Gorge Blvd.** **\*\*Potential Opportunity to work from home after on\-site training\*\*** Summa Health System is recognized as one of the region’s top employers by a number of third party organizations, including NorthCoast 99\. Exceptional candidates gravitate to Summa because of its culture, passion for delivering excellent service to our patients and families commitment to our philosophy of servant leadership, collegial working relationships at every level of the organization and competitive pay and benefits. **Summary:** "
5a8c44a8339d,60,deprioritized,unknown,on-site,Physical Therapy Referral/Scheduling Coordinator,Anchor Spine and Joint,"Tampa, FL, US",indeed,2026-07-10,https://www.indeed.com/viewjob?jk=85b54c0369f01550,-30 in person; +15 medical records; +15 eclinicalworks; +10 clinic,"**Looking for an upbeat, high energy, friendly, reliable, hardworking, professional for a fast\-growing Interventional Pain Management and Orthopedic Specialist Clinic.** **Your job duties are but not limited to:** * Perform all End of Day operations as they pertain to front office * All administrative duties (copy, fax, scan, etc) * Ensure patient waiting area, exam rooms and restrooms are maintained * Enter data into patient’s electronic record (eClinicalWorks) * Scan and index documents accurately to patient’s electronic medical records * Maintain patient confidentiality and follow all HIPA"
3a2137f88514,60,deprioritized,billing-company,on-site,MEDICAL BILLER / ACCTS RECEIVABLE SPECIALIST / WORKERS COMP & NO FAULT,"Accu-Med Billing Solutions, Inc.","Commack, NY, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=d42f65ca664d1f7d,-30 in person; +15 billing; +15 ehr; +10 billing company,"Come join our winning team! Established for over 21 years, our **medical billing company in Commack, NY** provides full\-service **medical billing and accounts receivable (A/R) management** for physicians and medical practices. We are seeking an experienced **Medical Biller / A/R Specialist** to join our team as an **Account Manager**. We are looking for a **Medical Biller / A/R Specialist with at least 2 years of medical billing experience** who can independently manage provider accounts. This role focuses on **Workers’ Compensation, No\-Fault, Medicare, Medicaid, and commercial insurance bil"
63922823123d,60,deprioritized,solo-small,on-site,Dental Insurance Coordinator/Front Desk,Dental Experts of Florida,"Clearwater, FL, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=ea2567dd3c255ec7,-30 in person; +15 scheduling appointments; +15 open dental; +10 dental practice,"**Dental Insurance Coordinator/Front Desk Specialist Overview** Join our dynamic dental practice as a Dental Insurance Coordinator/Front Desk Specialist, where your energetic and detail\-oriented approach will be essential in delivering exceptional patient experiences. In this pivotal role, you will serve as the first point of contact for patients, managing insurance processes, scheduling appointments, and ensuring smooth front desk operations. Your expertise in medical billing, coding, and insurance verification will help optimize practice revenue while maintaining a welcoming environment. If"
adaac021f986,60,deprioritized,unknown,ambiguous,Director of Revenue Cycle,e4health,"Tulsa, OK, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=e99d2cfa6f710329,"-20 health-system language in description; +15 claims; +15 epic; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role","At e4health, we **Empower Better Health**. The e4health Team is on a relentless mission to care for those teams who care for others. We bring our passion, ingenuity, and expertise to every engagement. In joining our Team, we want your help to provide our customers with powerful solutions in the pursuit of quality, integrity, clinical and financial value across healthcare. Our People make the difference. Serving more than 400 hospitals and health systems nationwide for nearly two decades, e4health provides solutions to tackle the toughest problems in healthcare with unmatched technology, mid\-r"
bf0202f6df59,60,deprioritized,solo-small,on-site,Dental Front Desk/Insurance Coordinator,Drs. Krantz and Sirota,"Township of Brick, NJ, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=1d328fb5009ac0ec,-30 in person; +15 billing; +15 ehr; +10 dental office,"**Overview** We are seeking a dedicated and detail\-oriented Dental Front Desk/Insurance Coordinator to join our dynamic dental team. This vital role combines exceptional administrative support with comprehensive insurance coordination to ensure smooth patient flow and accurate billing processes. The ideal candidate will possess strong communication skills, extensive experience with electronic health records (EHR) systems, and a thorough understanding of health insurance protocols. This position offers an opportunity to contribute to a professional environment committed to delivering outstandi"
54973a29653e,60,deprioritized,unknown,explicit-remote,Mental Health Care Coordinator,WestCoast Children's Clinic,"Berkeley, CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=dd93cd3b369c4626,-20 health-system language in description; +20 virtual; +10 clinic,"WestCoast Children's Clinic, located in Oakland, California, is a non\-profit community psychology clinic that provides mental health services to Bay Area children, youth and families. ***Working at WestCoast Children's Clinic means being part of an organization that is client\-centered, trauma\-informed, collaborative, and committed to justice and equity.*** **Position Details** **Title**: Outpatient Intensive Care Coordinator (ICC) **Classification**: Regular Full Time (1\.0 FTE), Non\-exempt (Hourly) **Location**: Oakland, CA / Hybrid (availability to provide client services in\-person and "
e99c8acb0a9e,60,deprioritized,solo-small,on-site,Dental Front Desk Receptionist,Chugach Dental,"Anchorage, AK, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=adf898a2d3c30c73,-30 in person; +15 schedule appointments; +15 open dental; +10 clinic,"**Job Summary** We are seeking a dynamic and organized Dental Front Desk Receptionist to join our vibrant dental team. In this pivotal role, you will be the first point of contact for patients, providing exceptional customer service while managing a variety of administrative and clinical support tasks. Your energetic approach will help ensure smooth clinic operations, accurate patient records, and efficient appointment scheduling. This position offers an exciting opportunity to be part of a caring healthcare environment where your skills in medical administration, insurance verification, and p"
500773a040a0,60,deprioritized,solo-small,on-site,Dental Office Receptionist,Captain Dental,"San Jose, CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=51122e4687a8d916,-30 in person; +15 schedule appointments; +15 dentrix; +10 dental office,"**About Us:** Story Dental is one of the fastest\-growing dental offices in the Bay Area, dedicated to providing top\-quality dental care with a patient\-first approach. We take pride in fostering a welcoming and professional environment for both our patients and our team. We are currently looking for a **Front Desk Receptionist** to join our San Jose office and help deliver exceptional service to our patients. **Key Responsibilities:** * **Patient Interaction:** * Greet patients warmly and create a positive first impression. * Check patients in and out efficiently, ensuring all necessary pape"
37f0ccf728c3,60,deprioritized,solo-small,on-site,Dental Front Office Administrator,"Lloyd F. Moss Jr., DDS & Lloyd F. Moss III, DDS","Fredericksburg, VA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=e973e8b66a9d3121,-30 in person; +15 billing; +15 dentrix; +10 dental practice,"**Company Overview** We are a family\-owned and operated dental practice that has proudly served our community for more than 45 years. Our office is relationship\-focused and prioritizes quality care, excellent communication, and positive patient experiences. **Overview** We are seeking an experienced **Dental Front Office Administrator** to help ensure the smooth daily operation of our front office, including scheduling, insurance coordination, billing support, treatment plan communication, and patient communication. The ideal candidate is organized, self\-motivated, detail\-oriented, warm, p"
8b585ea05c33,60,deprioritized,solo-small,on-site,Dental Office Lead Front Desk,NW Affinity Dental,"Vancouver, WA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=63900c0720866b12,-30 in person; +15 patient intake; +15 dentrix; +10 dental office,"We are looking for a Lead Front Desk person to join our single dentist, two hygienist practice. You must be self managed and take responsibility of your role in helping the practice continue to grow, present treatment options and be proactive with managing our schedule. This position is our primary point of patient contact for day to day operations. Presenting treatment options, new patient intake, and general patient communications. We have a second back office person helping manage insurance and billing. Our practice is focused on treating patients like family and providing high levels of co"
